Vehicle Class,AN,AP,AR,AS,BR,CG,CH,DD,DL,GA,GJ,HP,HR,JH,JK,KA,KL,LA,LD,MH,ML,MN,MP,MZ,NL,OR,PB,PY,RJ,SK,TN,TR,UK,UP,WB,Total
Mobile Workshop,0,0,0,5,1,2,0,0,0,0,1,0,0,0,0,4,1,0,0,9,0,0,2,0,0,2,1,1,0,0,1,0,0,4,2,36
Modular Hydraulic Trailer,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
Moped,408,0,11,1504,493,19813,6,124,5649,509,11409,93,1138,5138,72,29843,3,1,0,9533,8,26,14111,79,7,24810,5214,12456,12372,0,212250,1,1153,35627,3591,407452
Motor Cab,141,3663,183,1966,5127,989,80,0,8974,865,1598,869,3967,2012,574,13963,4941,341,8,13315,790,349,1553,336,117,904,309,9,6779,393,8487,644,1134,9842,5186,100408
Motor Car,1560,43328,3860,34575,24460,25059,26142,3678,128613,15367,175102,29185,134377,32965,25135,162488,166426,661,55,294831,9571,9045,63272,2487,5461,27304,118770,6440,95922,3776,154520,3256,29159,159406,63993,2080249
Motor Cycle/Scooter-SideCar(T),0,0,1,0,1,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,104
Motor Cycle/Scooter-Used For Hire,16,0,0,0,2,0,0,0,0,1580,18,0,0,0,0,9,4,0,0,0,0,0,0,0,0,14,1,0,112,0,0,0,1,0,0,1757
Motor Cycle/Scooter-With Trailer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Motorised Cycle (CC 25cc),0,2,1,1,11,4,0,1,0,2,188,0,1,9,0,24,1,0,0,81,0,0,0,0,0,2,53,0,22,50,10,0,0,18,1,482
Omni Bus,5,53,7,0,2,16,1,26,1,1,184,49,30,6,41,1052,1,2,1,33,1,1,9,0,0,2260,12,157,1129,1,278,2,44,335,1304,7044
Omni Bus (Private Use),3,1734,0,0,5,4081,0,0,0,2,0,99,1,16,1,3683,5,0,0,45,3,0,10047,0,0,3836,2,30,7,1,282,0,38,70,9390,33381
Power Tiller,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,5,220,0,0,0,0,0,11,0,0,0,0,0,0,0,9,0,0,0,0,248
Power Tiller (Commercial),0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,497,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,502
Private Service Vehicle,0,129,2,0,1,43,0,0,0,0,2,38,3,0,146,660,194,0,0,35,0,0,89,0,0,120,13,5,9,0,895,0,0,5,0,2389
Private Service Vehicle (Individual Use),0,0,0,1,8,2,0,0,0,0,5,233,1,0,12,59,6144,0,0,45,3,0,8,0,0,50,7,0,4,0,5,0,0,9,0,6596
Puller Tractor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5
Recovery Vehicle,0,21,0,0,0,0,0,0,13,0,15,25,9,0,0,0,18,0,0,7,0,0,0,1,0,0,1,1,9,0,123,1,0,2,5,251
Road Roller,0,112,0,0,0,1,0,0,0,0,4,1,11,0,0,8,48,0,0,0,0,1,25,5,0,0,2,0,1,0,41,2,0,3,1,266
School Bus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Semi-Trailer (Commercial),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Snorked Ladders,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Three Wheeler (Goods),0,5156,0,1339,365,295,256,50,6439,21,10280,262,966,1967,1022,7959,8742,0,57,2801,106,32,2546,7,26,1740,827,8,2345,0,674,160,155,4499,1272,62374
Three Wheeler (Passenger),244,46287,156,2974,9756,2220,1164,45,2015,59,36994,156,8750,6963,544,22770,39378,0,29,13127,743,1370,9062,222,372,11203,3512,170,11105,0,49237,1547,2974,32870,12380,330398
Three Wheeler (Personal),3,2,0,3,19,4,0,11,5,5,23,0,6,0,2,646,11201,0,11,3424,2,3,4,0,0,1,22,2,8,0,820,2,1,28,0,16258
Tow Truck,0,0,0,1,0,0,0,0,0,0,2,1,0,0,1,11,11,0,0,136,0,0,1,0,0,1,34,0,2,0,2,0,1,1,6,211
Tower Wagon,0,2,0,0,0,0,0,0,0,0,2,0,1,0,0,2,1,0,0,17,0,0,0,0,1,2,0,0,0,0,0,0,0,2,1,31
Tractor (Commercial),2,6728,8,744,8940,353,0,0,70,5,826,1497,46,5433,46,873,1,1,8,120,43,0,6,11,1,8818,162,19,60,1,567,49,309,379,10836,46962
Tractor-Trolley(Commercial),0,0,0,1,4,0,0,0,0,0,29,0,0,367,0,0,0,0,0,6,0,0,253,0,0,84,1,0,3,0,0,0,0,1,0,749
Trailer (Agricultural),0,7629,0,20,599,3864,0,7,0,21,2775,1,4,18,3,15400,0,1,0,4560,0,4,5200,1,0,2,37,3,56,0,2384,0,15,153,0,42757
Trailer (Commercial),0,7816,10,198,4444,161,0,11,0,9,854,6,12,3553,1,605,0,0,0,296,11,0,266,1,2,8629,21,24,8,0,453,3,908,204,1633,30139
Trailer For Personal Use,0,3,1,0,3,6,0,0,0,0,0,0,9,0,1,18,1,0,0,764,2,6,0,0,0,0,104,5,12,0,21,0,0,4,0,960
Tree Trimming Vehicle,0,2,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,1,0,3,0,0,0,0,19
Vehicle Fitted With Compressor,0,11,0,5,1,2,0,0,0,0,70,4,0,62,0,39,13,0,0,27,0,0,4,0,0,9,0,0,98,0,446,0,0,4,9,804
Vehicle Fitted With Generator,0,1,0,39,0,1,0,0,0,1,5,0,0,0,0,20,41,0,1,144,0,0,5,0,0,0,0,0,1,0,50,0,3,0,34,346
Vehicle Fitted With Rig,0,141,0,9,0,66,0,0,0,0,141,3,0,1,0,817,6,0,0,98,0,0,40,0,0,13,8,0,277,0,161,0,4,14,22,1821
X-Ray Van,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,7
e-Rickshaw with Cart (G),0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4
e-Rickshaw(P),0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,67
Total,7517,635716,10037,161928,237608,314126,53825,12626,450296,54216,971747,88414,552332,256009,74102,1106966,637365,1501,834,1601586,21956,20500,770145,12764,20770,391691,487439,69884,776856,5528,1482447,26387,152073,1548447,555264,13570902
