Vehicle Class,AN,AP,AR,AS,BR,CG,CH,DD,DL,GA,GJ,HP,HR,JH,JK,KA,KL,LA,LD,MH,ML,MN,MP,MZ,NL,OR,PB,PY,RJ,SK,TN,TR,UK,UP,WB,Total
Harvester,0,203,0,0,0,39,0,0,0,0,4,0,397,0,0,78,1,0,0,33,0,0,56,0,0,0,2138,1,27,0,1005,0,0,18,0,4000
Hearses,0,1,0,0,0,0,0,0,0,1,8,1,7,0,2,7,9,0,0,0,0,0,1,0,0,1,3,0,0,0,2,0,0,11,13,67
Library Van,0,1,0,0,1,1,0,0,0,0,2,0,0,0,0,1,2,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,14
Luxury Cab,0,650,0,0,0,0,0,0,157,1,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,1,0,0,0,5,0,0,0,0,730,1548
M-Cycle/Scooter,4281,370029,4422,54644,54168,130893,14932,6330,239924,20355,344341,34032,261583,143362,30434,586658,280899,39,751,792330,5283,8506,509268,7250,1583,212479,242430,43686,248675,153,732557,12357,78464,956307,268125,6701530
M-Cycle/Scooter-With Side Car,0,21,0,20,14,15,0,0,364,4,125,11,213,2,7,8365,2,0,0,44,0,0,0,0,0,4,616,1,113,0,233,0,9,62,136,10381
Maxi Cab,7,1053,23,196,145,141,45,2,610,37,1636,554,33,1179,1732,2076,93,124,5,405,531,40,1180,121,80,1470,1143,6,797,135,5110,20,1944,896,1147,24716
Mobile Canteen,0,2,0,0,0,0,0,0,0,1,42,0,1,1,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,52
Mobile Clinic,0,132,0,0,0,0,0,0,0,1,14,0,3,5,0,6,4,0,0,3,1,1,0,0,0,1,3,0,4,0,21,2,7,1,5,214
Mobile Workshop,0,2,0,7,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,2,0,0,0,1,0,0,0,5,0,0,5,2,30
Modular Hydraulic Trailer,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Moped,172,0,9,733,46,12218,4,111,3006,379,4488,67,1046,3587,51,16387,0,0,0,6740,3,42,11666,44,8,16214,5594,12417,2327,0,170534,8,892,22081,2350,293224
Motor Cab,100,3508,244,1441,6220,758,45,1,3107,515,620,616,1378,1989,298,7571,3135,372,13,8205,455,475,1122,175,124,777,187,16,4133,235,5319,384,689,8990,3213,66430
Motor Car,1489,36196,4006,24379,15417,18251,18876,2722,106559,12861,114533,25083,94875,25407,22177,126535,139390,611,57,208610,8346,7147,52758,2092,4633,21043,101189,5132,81767,1769,116517,2319,22140,143602,46689,1615177
Motor Caravan,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3
Motor Cycle/Scooter-SideCar(T),0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,78
Motor Cycle/Scooter-Used For Hire,5,3,0,0,4,1,0,0,0,1383,23,0,0,0,0,8,15,0,0,1,0,0,0,0,0,9,0,0,59,0,0,0,0,0,0,1511
Motorised Cycle (CC 25cc),0,5,2,4,7,44,1,0,0,0,351,0,8,24,0,16,0,0,0,55,0,0,0,0,0,7,49,0,132,14,12,0,1,54,1,787
Omni Bus,7,65,7,2,7,18,0,20,0,1,110,40,14,16,32,1223,0,3,3,21,0,0,11,0,0,1877,9,67,1030,0,188,4,40,216,830,5861
Omni Bus (Private Use),1,1442,0,1,5,3131,0,3,0,7,0,126,3,13,0,2813,2,0,0,47,2,1,8548,0,0,3918,1,6,14,0,301,0,43,28,7493,27949
Power Tiller,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,5,305,0,0,0,0,0,6,0,0,0,0,0,0,0,19,0,0,0,0,337
Power Tiller (Commercial),0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,395,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,404
Private Service Vehicle,0,153,2,0,2,29,0,0,0,0,2,30,1,0,123,380,317,0,0,27,0,0,53,0,0,93,14,7,6,0,632,0,0,4,1,1876
Private Service Vehicle (Individual Use),1,0,0,13,7,2,0,0,0,0,4,230,6,1,9,74,6009,0,0,40,0,1,4,0,0,31,6,1,5,0,7,0,0,3,1,6455
Puller Tractor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5
Recovery Vehicle,0,18,0,1,0,0,0,0,24,0,10,15,6,0,0,0,7,0,0,2,1,0,1,1,0,1,1,0,4,0,106,0,0,0,5,203
Road Roller,0,119,0,1,1,1,0,0,0,0,5,0,9,0,0,4,28,0,0,1,3,2,14,1,0,1,3,0,4,0,9,3,0,0,0,209
School Bus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
Three Wheeler (Goods),8,3829,1,962,153,219,135,35,6660,19,5452,261,707,1525,1081,7352,6641,0,49,1550,130,46,1991,11,17,1799,711,7,1490,0,770,153,195,3601,1974,49534
Three Wheeler (Passenger),180,36735,161,1840,6641,1200,1262,24,4414,72,21435,147,6410,6864,340,21911,28149,0,27,15630,447,1136,5733,134,223,9301,3084,120,7847,0,18788,757,2552,27490,9468,240522
Three Wheeler (Personal),0,4,1,4,14,4,0,13,2,6,31,0,2,4,1,777,11865,0,12,2201,4,5,4,0,0,1,13,5,5,0,458,1,0,15,2,15454
Tow Truck,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,15,2,0,0,54,0,0,0,0,0,0,16,0,3,0,1,0,0,5,8,109
Tower Wagon,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,7,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,16
Tractor (Commercial),3,5589,13,608,4271,378,1,3,73,1,525,1048,38,4398,12,793,1,0,6,77,22,1,2,6,2,6756,108,14,22,0,461,39,258,324,6762,32615
Tractor-Trolley(Commercial),0,0,0,0,2,2,0,0,0,0,22,0,0,283,0,0,0,0,0,1,0,0,160,0,0,53,0,0,7,0,0,0,0,3,0,533
Trailer (Agricultural),0,6912,0,11,473,3697,0,9,0,10,2827,0,3,3,0,10906,0,0,0,2140,0,4,5425,0,5,2,33,2,113,0,2272,0,3,201,3,35054
Trailer (Commercial),0,7293,3,170,2577,226,0,11,0,1,497,0,1,2869,0,489,0,0,1,210,19,0,168,3,3,6340,7,16,11,0,345,3,463,313,1108,23147
Trailer For Personal Use,0,1,0,0,0,4,0,0,0,0,0,0,19,0,3,10,0,0,0,391,4,1,0,0,0,1,91,2,12,0,39,1,0,4,0,583
Tree Trimming Vehicle,0,18,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,48
Vehicle Fitted With Compressor,0,7,0,9,1,1,0,0,0,0,36,2,0,49,0,55,17,0,0,22,0,0,0,0,0,5,0,0,45,0,347,0,0,1,8,605
Vehicle Fitted With Generator,0,6,0,0,0,0,0,0,0,0,8,0,0,0,0,23,50,0,0,119,0,0,1,0,0,2,0,0,1,0,45,0,15,3,39,312
Vehicle Fitted With Rig,0,77,0,8,0,34,0,0,0,0,59,3,0,4,0,413,2,0,0,65,0,0,20,0,0,14,19,2,160,0,62,0,5,13,2,962
Vintage Motor Vehicle,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
X-Ray Van,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3
e-Rickshaw with Cart (G),0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
e-Rickshaw(P),0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,6,0,0,0,10,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,64
Total,6503,503981,9424,92677,103370,187306,35878,10264,374533,38262,536408,68663,411264,201508,62490,851961,500486,1408,958,1094394,18019,18093,646015,10617,13901,299395,390311,62486,410523,2712,1121725,17666,115724,1255684,378535,9853144
